#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         LWS>Living With a Star
#     SOURCE_NAME                     ISS>International Space Station
#     DISCIPLINE                      Space Physics>Ionospheric Science
#     DATA_TYPE                       SP>Summary Parameter
#     DESCRIPTOR                      FPMU>Floating Potential Measurement Unit
#     FILE_NAMING_CONVENTION          source_datatype_descriptor_yyyyMMdd
#     DATA_VERSION                    00
#     PI_NAME                         R. Suggs
#     PI_AFFILIATION                  NASA Marshall Space Flight Center
#     TEXT                            ISS FPMU 1-sec Ionosphere Summary Wide Langmuir Probe (WLP) Density and Narrow                         
#                                      Langmuir Probe (NLP) Temperature Records                                                              
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Particles (space)
#     MISSION_GROUP                   ISS
#     LOGICAL_SOURCE                  iss_sp_fpmu
#     LOGICAL_FILE_ID                 iss_sp_fpmu_00000000_v00
#     LOGICAL_SOURCE_DESCRIPTION      ISS FPMU Summary Plasma Densities and Temperatures [Contact Rob.Suggs@nasa.gov                         
#                                      for support and use.]                                                                                 
#     TIME_RESOLUTION                 1 second
#     RULES_OF_USE                    Contact Rob Suggs for support and use.  Rob.Suggs@nasa.gov
#     GENERATED_BY                    Rob Suggs: Rob.Suggs@nasa.gov
#     GENERATION_DATE                 Sun May  9 21:07:54 2021
#     ACKNOWLEDGEMENT                 Steve Koontz,  NASA Johnson Space Center
#     LINK_TEXT                       This file contains scientific and technical data per NASA Policy Directive 2200.1B,                    
#                                      Section 1.a.5                                                                                         
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/ISS/FPMU/PT1S
#     CDAWEB_PARENTS                  iss_sp_fpmu_00000000_v01
#                                     iss_sp_fpmu_20200904_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time
#       NOTES:  Time (dd-mm-yyyy hh:mm:ss.mms)
#  2. Latitude
#       NOTES:  Geodetic Latitude
#  3. Longitude
#       NOTES:  Geodetic Longitude
#  4. Altitude
#       NOTES:  Geodetic Altitude
#  5. Total Ion Density (=Electron Density)
#       NOTES:  Ion density derived from FPMU Wide Langmuir Probe.  Can be used also for electron density assuming quasineutrality
#  6. Electron Temperature [Accuracy Under Review]
#       NOTES:  Electron temperature derived from FPMU Narrow Langmuir Probe.
#  7. ISS Pitch Angle
#       NOTES:  This ISS pitch attitude information is necessary for proper derivation of the NLP  density.  NLP is a cylindrical Langmuir probe which is symmetric about roll and yaw axes.
#  8. Percent Solar Illumination
#       NOTES:  Percent solar illumination with no correction for atmospheric refraction
#  9. Time Code Correction
#       NOTES:  Flag indicating time code was correct in original file (0) or a corrupt time code was corrected during processing (1)
#
EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,LATITUDE_deg,LONGITUDE_deg,ALTITUDE_km,ION_DENSITY_m-3,ELECTRON_TEMPERATURE_K,ISS_PITCH_ANGLE_deg,SUNLIGHT_%,TIME_CODE_CORRECTION_
2020-09-04T17:05:24.495Z,2.92600,251.985,419.534,1.72000e+11,2097.00,358.000,100.000,0
2020-09-04T17:05:25.496Z,2.87500,252.021,419.541,1.66000e+11,2051.00,358.000,100.000,0
2020-09-04T17:05:26.495Z,2.82400,252.057,419.548,1.72000e+11,2126.00,358.000,100.000,0
2020-09-04T17:05:27.499Z,2.77300,252.093,419.554,1.69000e+11,2083.00,358.000,100.000,0
2020-09-04T17:05:28.500Z,2.72300,252.129,419.561,1.74000e+11,2235.00,358.000,100.000,0
2020-09-04T17:05:29.499Z,2.67100,252.165,419.567,1.71000e+11,2197.00,358.000,100.000,0
2020-09-04T17:05:30.499Z,2.62100,252.201,419.574,1.72000e+11,2067.00,358.000,100.000,0
2020-09-04T17:05:31.500Z,2.56900,252.237,419.581,1.68000e+11,2055.00,358.000,100.000,0
2020-09-04T17:05:32.504Z,2.51800,252.273,419.587,1.74000e+11,2016.00,358.000,100.000,0
2020-09-04T17:05:33.503Z,2.46700,252.308,419.594,1.71000e+11,2039.00,358.000,100.000,0
2020-09-04T17:05:34.504Z,2.41600,252.344,419.601,1.73000e+11,2111.00,358.000,100.000,0
2020-09-04T17:05:35.503Z,2.36500,252.380,419.608,1.70000e+11,2090.00,358.000,100.000,0
2020-09-04T17:05:36.504Z,2.31400,252.416,419.615,1.75000e+11,2026.00,358.000,100.000,0
2020-09-04T17:05:37.508Z,2.26300,252.452,419.621,1.72000e+11,2178.00,358.000,100.000,0
2020-09-04T17:05:38.508Z,2.21200,252.488,419.628,1.74000e+11,2105.00,358.000,100.000,0
2020-09-04T17:05:39.510Z,2.16100,252.524,419.635,1.73000e+11,2146.00,358.000,100.000,1
2020-09-04T17:05:40.511Z,2.11000,252.560,419.642,1.77000e+11,2157.00,358.000,100.000,0
2020-09-04T17:05:41.512Z,2.05900,252.596,419.649,1.73000e+11,2169.00,358.000,100.000,0
2020-09-04T17:05:42.511Z,2.00800,252.632,419.656,1.77000e+11,2117.00,358.000,100.000,0
2020-09-04T17:05:43.515Z,1.95700,252.669,419.663,1.71000e+11,2133.00,358.000,100.000,0
2020-09-04T17:05:44.516Z,1.90600,252.705,419.670,1.76000e+11,1976.00,358.000,100.000,0
2020-09-04T17:05:45.515Z,1.85600,252.741,419.677,1.74000e+11,2109.00,358.000,100.000,0
2020-09-04T17:05:46.516Z,1.80500,252.776,419.684,1.77000e+11,2103.00,358.000,100.000,0
2020-09-04T17:05:47.520Z,1.75300,252.812,419.692,1.73000e+11,2080.00,358.000,100.000,0
2020-09-04T17:05:48.520Z,1.70200,252.848,419.699,1.78000e+11,2069.00,358.000,100.000,0
2020-09-04T17:05:49.519Z,1.65100,252.884,419.706,1.72000e+11,2160.00,358.000,100.000,0
2020-09-04T17:05:50.520Z,1.60000,252.920,419.713,1.77000e+11,2124.00,358.000,100.000,0
2020-09-04T17:05:51.519Z,1.54900,252.956,419.720,1.76000e+11,2204.00,358.000,100.000,0
2020-09-04T17:05:52.523Z,1.49800,252.992,419.728,1.81000e+11,2099.00,358.000,100.000,0
2020-09-04T17:05:53.524Z,1.44700,253.028,419.735,1.78000e+11,2084.00,358.000,100.000,0
2020-09-04T17:05:54.524Z,1.39600,253.064,419.742,1.79000e+11,1965.00,358.000,100.000,0
2020-09-04T17:05:55.527Z,1.34500,253.100,419.750,1.78000e+11,2040.00,358.000,100.000,0
2020-09-04T17:05:56.527Z,1.29400,253.135,419.757,1.80000e+11,1989.00,358.000,100.000,0
2020-09-04T17:05:57.528Z,1.24300,253.171,419.765,1.76000e+11,2218.00,358.000,100.000,0
2020-09-04T17:05:58.527Z,1.19200,253.207,419.772,1.85000e+11,1929.00,358.000,100.000,0
2020-09-04T17:05:59.531Z,1.14100,253.243,419.780,1.82000e+11,2118.00,358.000,100.000,0
2020-09-04T17:06:00.532Z,1.09000,253.279,419.787,1.84000e+11,2106.00,358.000,100.000,0
2020-09-04T17:06:01.531Z,1.03900,253.315,419.795,1.82000e+11,2027.00,358.000,100.000,0
2020-09-04T17:06:02.532Z,0.988000,253.351,419.802,1.85000e+11,2061.00,358.000,100.000,0
2020-09-04T17:06:03.536Z,0.937000,253.387,419.810,1.82000e+11,2062.00,358.000,100.000,0
2020-09-04T17:06:04.536Z,0.886000,253.423,419.817,1.87000e+11,1966.00,358.000,100.000,0
2020-09-04T17:06:05.535Z,0.835000,253.458,419.825,1.79000e+11,2026.00,358.000,100.000,0
2020-09-04T17:06:06.536Z,0.784000,253.494,419.833,1.88000e+11,2033.00,358.000,100.000,0
2020-09-04T17:06:07.535Z,0.733000,253.530,419.841,1.82000e+11,2042.00,358.000,100.000,0
2020-09-04T17:06:08.536Z,0.682000,253.566,419.848,1.90000e+11,2067.00,358.000,100.000,0
2020-09-04T17:06:09.540Z,0.631000,253.602,419.856,1.86000e+11,2116.00,358.000,100.000,0
2020-09-04T17:06:10.539Z,0.580000,253.638,419.864,1.88000e+11,2128.00,358.000,100.000,0
2020-09-04T17:06:11.539Z,0.529000,253.674,419.872,1.85000e+11,2090.00,358.000,100.000,0
2020-09-04T17:06:12.544Z,0.478000,253.710,419.880,1.89000e+11,2055.00,358.000,100.000,0
2020-09-04T17:06:13.544Z,0.427000,253.746,419.887,1.86000e+11,2084.00,358.000,100.000,0
2020-09-04T17:06:14.543Z,0.376000,253.782,419.895,1.90000e+11,2084.00,358.000,100.000,0
2020-09-04T17:06:15.547Z,0.325000,253.818,419.903,1.85000e+11,2105.00,358.000,100.000,0
2020-09-04T17:06:16.548Z,0.274000,253.854,419.911,1.87000e+11,2040.00,358.000,100.000,1
2020-09-04T17:06:17.547Z,0.223000,253.890,419.919,1.85000e+11,2069.00,358.000,100.000,0
2020-09-04T17:06:18.548Z,0.172000,253.926,419.927,1.94000e+11,2092.00,358.000,100.000,0
2020-09-04T17:06:19.552Z,0.121000,253.962,419.935,1.89000e+11,2080.00,358.000,100.000,0
2020-09-04T17:06:20.552Z,0.0700000,253.997,419.943,1.94000e+11,2034.00,358.000,100.000,0
2020-09-04T17:06:21.551Z,0.0190000,254.033,419.952,1.90000e+11,2058.00,358.000,100.000,0
2020-09-04T17:06:22.552Z,-0.0320000,254.069,419.960,1.96000e+11,2108.00,358.000,100.000,0
2020-09-04T17:06:23.551Z,-0.0830000,254.105,419.968,1.91000e+11,2150.00,358.000,100.000,0
2020-09-04T17:06:24.555Z,-0.134000,254.141,419.976,1.95000e+11,2061.00,358.000,100.000,0
2020-09-04T17:06:25.556Z,-0.185000,254.177,419.984,1.95000e+11,2083.00,358.000,100.000,1
2020-09-04T17:06:26.555Z,-0.236000,254.213,419.993,1.98000e+11,2111.00,358.000,100.000,0
2020-09-04T17:06:27.556Z,-0.287000,254.248,420.001,1.93000e+11,2035.00,358.000,100.000,0
2020-09-04T17:06:28.560Z,-0.339000,254.284,420.009,1.98000e+11,1990.00,358.000,100.000,0
2020-09-04T17:06:29.560Z,-0.390000,254.320,420.017,1.97000e+11,2110.00,358.000,100.000,0
2020-09-04T17:06:30.559Z,-0.441000,254.356,420.026,2.00000e+11,1942.00,358.000,100.000,0
2020-09-04T17:06:31.561Z,-0.492000,254.392,420.034,1.98000e+11,1998.00,358.000,100.000,1
2020-09-04T17:06:32.564Z,-0.543000,254.428,420.043,2.02000e+11,1954.00,358.000,100.000,0
2020-09-04T17:06:33.563Z,-0.594000,254.464,420.051,2.00000e+11,1996.00,358.000,100.000,0
2020-09-04T17:06:34.564Z,-0.645000,254.500,420.060,2.02000e+11,2018.00,358.000,100.000,0
2020-09-04T17:06:35.563Z,-0.695000,254.536,420.068,1.98000e+11,2007.00,358.000,100.000,0
2020-09-04T17:06:36.567Z,-0.746000,254.571,420.077,2.05000e+11,2050.00,358.000,100.000,0
2020-09-04T17:06:37.567Z,-0.797000,254.607,420.085,2.04000e+11,1896.00,358.000,100.000,0
2020-09-04T17:06:38.568Z,-0.848000,254.643,420.094,2.06000e+11,2004.00,358.000,100.000,0
2020-09-04T17:06:39.567Z,-0.899000,254.679,420.102,2.03000e+11,1936.00,358.000,100.000,0
2020-09-04T17:06:40.568Z,-0.950000,254.715,420.111,2.08000e+11,2031.00,358.000,100.000,0
2020-09-04T17:06:41.572Z,-1.00100,254.752,420.120,2.05000e+11,1939.00,358.000,100.000,0
2020-09-04T17:06:42.571Z,-1.05200,254.788,420.128,2.11000e+11,1966.00,358.000,100.000,0
2020-09-04T17:06:43.572Z,-1.10300,254.823,420.137,2.04000e+11,1909.00,358.000,100.000,0
2020-09-04T17:06:44.576Z,-1.15400,254.859,420.146,2.08000e+11,1838.00,358.000,100.000,0
2020-09-04T17:06:45.576Z,-1.20500,254.895,420.155,2.06000e+11,1907.00,358.000,100.000,0
2020-09-04T17:06:46.575Z,-1.25600,254.931,420.164,2.11000e+11,1868.00,358.000,100.000,0
2020-09-04T17:06:47.579Z,-1.30800,254.967,420.172,2.04000e+11,1933.00,358.000,100.000,0
2020-09-04T17:06:48.580Z,-1.35900,255.003,420.181,2.11000e+11,1896.00,358.000,100.000,0
2020-09-04T17:06:49.579Z,-1.41000,255.039,420.190,2.05000e+11,1918.00,358.000,100.000,0
2020-09-04T17:06:50.580Z,-1.46100,255.075,420.199,2.09000e+11,1902.00,358.000,100.000,0
2020-09-04T17:06:51.584Z,-1.51200,255.111,420.208,2.05000e+11,1977.00,358.000,100.000,0
2020-09-04T17:06:52.583Z,-1.56300,255.146,420.217,2.07000e+11,1913.00,358.000,100.000,0
2020-09-04T17:06:53.584Z,-1.61400,255.182,420.226,2.04000e+11,1913.00,358.000,100.000,0
2020-09-04T17:06:54.584Z,-1.66500,255.218,420.235,2.08000e+11,1945.00,358.000,100.000,0
2020-09-04T17:06:55.583Z,-1.71600,255.254,420.244,2.05000e+11,1982.00,358.000,100.000,0
2020-09-04T17:06:56.587Z,-1.76700,255.290,420.253,2.09000e+11,1939.00,358.000,100.000,0
2020-09-04T17:06:57.588Z,-1.81700,255.326,420.262,2.03000e+11,1853.00,358.000,100.000,0
2020-09-04T17:06:58.587Z,-1.86800,255.362,420.272,2.09000e+11,1987.00,358.000,100.000,0
2020-09-04T17:06:59.588Z,-1.91900,255.398,420.281,2.00000e+11,1862.00,358.000,100.000,0
2020-09-04T17:07:00.592Z,-1.97000,255.434,420.290,2.11000e+11,1893.00,358.000,100.000,0
2020-09-04T17:07:01.592Z,-2.02100,255.470,420.299,2.04000e+11,1889.00,358.000,100.000,0
2020-09-04T17:07:02.591Z,-2.07200,255.506,420.308,2.08000e+11,1887.00,358.000,100.000,0
2020-09-04T17:07:03.595Z,-2.12300,255.541,420.318,2.06000e+11,1882.00,358.000,100.000,0
2020-09-04T17:07:04.596Z,-2.17400,255.577,420.327,2.10000e+11,1887.00,358.000,100.000,0
2020-09-04T17:07:05.595Z,-2.22500,255.613,420.336,2.06000e+11,1863.00,358.000,100.000,0
2020-09-04T17:07:06.596Z,-2.27600,255.649,420.346,2.09000e+11,1887.00,358.000,100.000,0
2020-09-04T17:07:07.600Z,-2.32800,255.686,420.355,2.04000e+11,1840.00,358.000,100.000,0
2020-09-04T17:07:08.599Z,-2.37900,255.722,420.365,2.11000e+11,1801.00,358.000,100.000,0
2020-09-04T17:07:09.600Z,-2.43000,255.758,420.374,2.09000e+11,1796.00,358.000,100.000,0
2020-09-04T17:07:10.600Z,-2.48100,255.794,420.384,2.16000e+11,1731.00,358.000,100.000,0
2020-09-04T17:07:11.599Z,-2.53200,255.830,420.393,2.10000e+11,1812.00,358.000,100.000,0
2020-09-04T17:07:12.603Z,-2.58200,255.866,420.403,2.19000e+11,1896.00,358.000,100.000,0
2020-09-04T17:07:13.604Z,-2.63300,255.902,420.412,2.16000e+11,1871.00,358.000,100.000,0
2020-09-04T17:07:14.603Z,-2.68400,255.938,420.422,2.17000e+11,1768.00,358.000,100.000,0
2020-09-04T17:07:15.604Z,-2.73500,255.974,420.431,2.17000e+11,1757.00,358.000,100.000,0
2020-09-04T17:07:16.604Z,-2.78600,256.010,420.441,2.22000e+11,1735.00,358.000,100.000,0
2020-09-04T17:07:17.606Z,-2.83700,256.046,420.451,2.16000e+11,1743.00,358.000,100.000,1
2020-09-04T17:07:18.607Z,-2.88800,256.081,420.460,2.24000e+11,1798.00,358.000,100.000,0
2020-09-04T17:07:19.608Z,-2.93900,256.117,420.470,2.21000e+11,1817.00,358.000,100.000,0
2020-09-04T17:07:20.612Z,-2.99000,256.153,420.480,2.25000e+11,1798.00,358.000,100.000,0
2020-09-04T17:07:21.611Z,-3.04100,256.189,420.490,2.28000e+11,-999.000,358.000,100.000,0
2020-09-04T17:07:22.612Z,-3.09200,256.225,420.500,2.29000e+11,1762.00,358.000,100.000,0
2020-09-04T17:07:23.616Z,-3.14300,256.261,420.509,2.24000e+11,1864.00,358.000,100.000,0
2020-09-04T17:07:24.615Z,-3.19400,256.297,420.519,2.30000e+11,1736.00,358.000,100.000,0
2020-09-04T17:07:25.616Z,-3.24400,256.333,420.529,2.27000e+11,1752.00,358.000,100.000,0
2020-09-04T17:07:26.616Z,-3.29500,256.369,420.539,2.30000e+11,1704.00,358.000,100.000,0
2020-09-04T17:07:27.615Z,-3.34600,256.405,420.549,2.26000e+11,1760.00,358.000,100.000,0
2020-09-04T17:07:28.619Z,-3.39800,256.441,420.559,2.32000e+11,1815.00,358.000,100.000,0
2020-09-04T17:07:29.620Z,-3.44900,256.477,420.569,2.22000e+11,1735.00,358.000,100.000,0
2020-09-04T17:07:30.619Z,-3.50000,256.513,420.579,2.35000e+11,1774.00,358.000,100.000,0
2020-09-04T17:07:31.620Z,-3.55100,256.549,420.589,2.29000e+11,1733.00,358.000,100.000,0
2020-09-04T17:07:32.624Z,-3.60200,256.585,420.599,2.39000e+11,1672.00,358.000,100.000,0
2020-09-04T17:07:33.623Z,-3.65300,256.621,420.609,2.29000e+11,1713.00,358.000,100.000,0
2020-09-04T17:07:34.624Z,-3.70300,256.657,420.620,2.38000e+11,1629.00,358.000,100.000,0
2020-09-04T17:07:35.628Z,-3.75400,256.694,420.630,2.37000e+11,1806.00,358.000,100.000,0
2020-09-04T17:07:36.628Z,-3.80500,256.730,420.640,2.42000e+11,1535.00,358.000,100.000,1
2020-09-04T17:07:37.627Z,-3.85600,256.766,420.650,2.34000e+11,1789.00,358.000,100.000,0
2020-09-04T17:07:38.628Z,-3.90700,256.802,420.660,2.38000e+11,1636.00,358.000,100.000,0
2020-09-04T17:07:39.632Z,-3.95800,256.839,420.671,2.36000e+11,1778.00,358.000,100.000,0
2020-09-04T17:07:40.631Z,-4.00900,256.875,420.681,2.40000e+11,1765.00,358.000,100.000,0
2020-09-04T17:07:41.632Z,-4.06000,256.911,420.691,2.40000e+11,1775.00,358.000,100.000,0
2020-09-04T17:07:42.632Z,-4.11100,256.947,420.702,2.44000e+11,1830.00,358.000,100.000,0
2020-09-04T17:07:43.635Z,-4.16100,256.983,420.712,2.39000e+11,1797.00,358.000,100.000,0
2020-09-04T17:07:44.635Z,-4.21200,257.019,420.722,2.42000e+11,1675.00,358.000,100.000,0
2020-09-04T17:07:45.636Z,-4.26300,257.055,420.733,2.39000e+11,1885.00,358.000,100.000,0
